domain,price,description,for_sale,personal_store,auto_renew,tags,unicode,descript-IDNA,translate-IDNA
stonerpal,22,,True,True,True,,,,
catpros,22,,True,True,True,,,,
hisnibs,222,,True,True,True,,,,
catmood,22,,True,True,True,,,,
catkat,22,,True,True,True,,,,
catluck,222,,True,True,True,,,,
twobob,22,,True,True,True,,,,
poshcats,22,,True,True,True,,,,
pimpmylife,22,,True,True,True,,,,
icerescue,22,,True,True,True,,,,
2070ad,22,,True,True,True,,,,
2060ad,22,,True,True,True,,,,
2040ad,22,,True,True,True,,,,
2080ad,22,,True,True,True,,,,
showcat,222,,True,True,True,,,,
catcrew,22,,True,True,True,,,,
peacecats,22,,True,True,True,,,,
catgems,222,,True,True,True,,,,
catbits,22,,True,True,True,,,,
nudedudes,222,,True,True,True,,,,
2050ad,22,,True,True,True,,,,
cattek,22,,True,True,True,,,,
catdivas,222,,True,True,True,,,,
divacat,222,,True,True,True,,,,
catbites,22,,True,True,True,,,,
catgeek,222,,True,True,True,,,,
catdiva,222,,True,True,True,,,,
homebasic,22,,True,True,True,,,,
econowork,22,,True,True,True,,,,
purrjoy,22,,True,True,True,,,,
catbond,222,,True,True,True,,,,
700101,22,,True,True,True,6D,,,
13572468,22,,True,True,True,,,,
abcdiners,22,,True,True,True,,,,
catnerd,222,,True,True,True,,,,
funjest,22,,True,True,True,,,,
catsaga,222,,True,True,True,,,,
omgalol,22,,True,True,True,,,,
layawager,22,,True,True,True,,,,
nothingmax,22,,True,True,True,,,,
scoundrelly,22,,True,True,True,,,,
funnycritters,22,,True,True,True,,,,
campingidea,22,,True,True,True,,,,
stonercards,22,,True,True,True,,,,
furryfrenz,22,,True,True,True,,,,
ganjagrotto,22,,True,True,True,,,,
mindfulnessmatters,22,,True,True,True,,,,
naturecrossroad,22,,True,True,True,,,,
reeferparadise,22,,True,True,True,,,,
ourspring,22,,True,True,True,,,,
cheaptutor,22,,True,True,True,,,,
guruforum,22,,True,True,True,,,,
toysolar,22,,True,True,True,,,,
gurupost,22,,True,True,True,,,,
robocosmic,22,,True,True,True,,,,
shopgamer,22,,True,True,True,,,,
netclown,22,,True,True,True,,,,
unialfa,22,,True,True,True,,,,
hazardnews,22,,True,True,True,,,,
earthdeck,22,,True,True,True,,,,
uhnsi,22,,True,True,True,5L,,,
phnsi,22,,True,True,True,5L,,,
mhnsi,22,,True,True,True,5L,,,
khnsi,22,,True,True,True,5L,,,
jhnsi,22,,True,True,True,5L,,,
vhnsi,22,,True,True,True,5L,,,
meditateandbreathe,,,False,False,True,,,,
buggerie,22,,True,True,True,,,,
lookatmynft,25,,True,True,True,,,,
habilito,333,"ES 'enable, qualify'",True,True,True,,,,
lunchtimes,33,,True,True,True,,,,
yodelist,33,,True,True,True,,,,
buidlweb3,33,,True,True,True,,,,
eatpallet,33,,True,True,True,,,,
trashforce,33,,True,True,True,,,,
staffmail,33,,True,True,True,,,,
smartswag,33,,True,True,True,,,,
worksolid,33,,True,True,True,,,,
kidpolicy,33,,True,True,True,,,,
staffpower,33,,True,True,True,,,,
specialart,33,,True,True,True,,,,
flag-waving,33,,True,True,True,,,,
musictag,33,,True,True,True,,,,
webjames,33,,True,True,True,,,,
natureboat,33,,True,True,True,,,,
runeditor,33,,True,True,True,,,,
earthround,33,,True,True,True,,,,
hand-worked,33,,True,True,True,,,,
old-fangled,33,,True,True,True,,,,
domainand,33,,True,True,True,,,,
pdfcloud,33,,True,True,True,,,,
exoticsinc,33,,True,True,True,,,,
apefriend,33,,True,True,True,,,,
winnerlife,33,,True,True,True,,,,
sushiknife,33,,True,True,True,,,,
legoforadults,33,,True,True,True,,,,
lovemypen,33,,True,True,True,,,,
campingplay,33,,True,True,True,,,,
stonerstickers,33,,True,True,True,,,,
word-for-word,33,,True,True,True,,,,
yogaphilosophy,33,,True,True,True,,,,
newitch,33,new itch | new witch,True,True,True,,,,
drybrushing,33,,True,True,True,,,,
bicyclegenerator,33,,True,True,True,,,,
farmcareer,33,,True,True,True,,,,
humanfact,33,,True,True,True,,,,
badburger,33,,True,True,True,,,,
theartofwriting,33,,True,True,True,,,,
coughremedy,33,,True,True,True,,,,
bestauthors,33,,True,True,True,,,,
bookcircus,33,,True,True,True,,,,
bluesartists,33,,True,True,True,,,,
nuevaitalia,33,"SP 'New Italy' .. Michoacán, Mexico ..OR.. Paraguay",True,True,True,,,,
artgalley,33,,True,True,True,,,,
windandsun,33,,True,True,True,,,,
startdomain,33,,True,True,True,,,,
passwordsharing,33,,True,True,True,,,,
unnel,33,f.unnel | t.unnel | ch.unnel | ipt.unnel | g.unnel,True,True,True,5L,,,
mintsilo,33,,True,True,True,,,,
rastamagic,33,,True,True,True,,,,
estyled,33,,True,True,True,,,,
naturaled,33,natural LED,True,True,True,,,,
howdoibuy,33,,True,True,True,,,,
boundaryrider,33,,True,True,True,,,,
lifebets,333,,True,True,True,,,,
morevote,33,,True,True,True,,,,
rched,33,,True,True,True,5L,,,
w3belf,33,,True,True,True,,,,
arsenal-fan,33,,True,True,True,,,,
finew3b,33,,True,True,True,,,,
alphashake,33,,True,True,True,,,,
upload69,33,,True,True,True,,,,
inertianft,33,,True,True,True,,,,
muskovite,33,,True,True,True,,,,
nftsgirl,33,,True,True,True,,,,
theriez,33,,True,True,True,,,,
sunsetride,33,,True,True,True,,,,
tao-yin,33,,True,True,True,,,,
solardeity,33,,True,True,True,,,,
litlove,33,,True,True,True,,,,
golfprodirectory,33,,True,True,True,,,,
ciertas,44,"ES 'certain, sure, definite'",True,True,True,,,,
linguisticsai,44,,True,True,True,,,,
edibleking,44,,True,True,True,,,,
elimits,44,,True,True,True,,,,
italianization,44,,True,True,True,,,,
garlicmayo,44,,True,True,True,,,,
ens4you,44,,True,True,True,,,,
dollaryo,44,,True,True,True,,,,
fastgym,44,,True,True,True,,,,
chinavstaiwan,44,,True,True,True,,,,
wineideal,44,,True,True,True,,,,
peacequiet,44,,True,True,True,,,,
walllaw,44,,True,True,True,,,,
coderow,44,,True,True,True,,,,
nexttip,44,,True,True,True,,,,
artutor,44,,True,True,True,,,,
touchcat,44,,True,True,True,,,,
mindteam,44,,True,True,True,,,,
futuredad,44,,True,True,True,,,,
birthchip,44,,True,True,True,,,,
craftskill,44,,True,True,True,,,,
frozenmeal,44,,True,True,True,,,,
bruijst,44,Dutch 'fizz',True,True,True,,,,
creativekitchen,44,,True,True,True,,,,
chaa-khol,44,https://en.wikipedia.org/wiki/Chaa-Khol\n Russia .. OR .. a phonetic fire fuel,True,True,True,,,,
selfexpert,44,,True,True,True,,,,
campervanusa,44,,True,True,True,,,,
customtax,44,,True,True,True,,,,
kinghaggard,44,https://thelastunicorn.fandom.com/wiki/King_Haggard,True,True,True,,,,
namebooks,44,,True,True,True,,,,
starmoves,44,,True,True,True,,,,
cafesito,44,ES 'little coffee',True,True,True,,,,
nseth,44,,True,True,True,5L,,,
r8edu,11,,True,True,True,5C,,,
trappists,44,,True,True,True,,,,
hagsdorf,44,Bavarian town,True,True,True,,,,
trans-action,44,,True,True,True,,,,
ohforkme,44,,True,True,True,,,,
price-watch,44,,True,True,True,,,,
truffledog,44,,True,True,True,,,,
trufflepig,44,,True,True,True,,,,
superscalar,44,,True,True,True,,,,
systray,444,,True,True,True,,,,
bodgi,44,,True,True,True,5L,,,
titlebar,44,,True,True,True,,,,
falcondo,44,"Falconbridge Dominicana S.A. (Falcondo), owned by Americano Nickel Ltd, operates the Falcondo ferronickel mine in the Dominican Republic.",True,True,True,,,,
zenment,44,,True,True,True,,,,
geyi,44,,True,True,True,4L,,,
vuec,44,,True,True,True,4L,,,
chausi,44,"chausi [or chausie] is a cross between a domestic cat and another non-Felis silvestris, the jungle cat found in Asia",True,True,True,,,,
domany,44,do many,True,True,True,,,,
domoslave,44,house [Esperanto] slave,True,True,True,,,,
sikpur,44,,True,True,True,,,,
instagranny,44,,True,True,True,,,,
instagranddad,44,,True,True,True,,,,
altcoinfans,44,,True,True,True,,,,
s3cr3tz,44,,True,True,True,,,,
yphu,44,,True,True,True,4L,,,
ynmi,44,,True,True,True,4L,,,
sh1ts,44,,True,True,True,5C,,,
zvuu,44,,True,True,True,4L,,,
zxif,44,,True,True,True,4L,,,
xyji,44,,True,True,True,4L,,,
eurue,44,List the things that the EU rue!,True,True,True,5L,,,
ehehe,44,,True,True,True,5L,,,
yoiu,44,,True,True,True,4L,,,
hongki,44,phonetic 'honky',True,True,True,,,,
ruzhdi,44,Albanian 'Rushdie' [https://en.wikipedia.org/wiki/Salman_Rushdie],True,True,True,,,,
gauni,44,Swahili 'gown',True,True,True,5L,,,
v101,44,,True,True,True,4C,,,
52-cardpickup,52,,True,True,True,,,,
xn--ai-wl03a,55,,True,True,True,PUNY_IDNA,🤑ai,,
xn--64hx850o,55,,True,True,True,PUNY_IDNA,🖕☹,,
xn--11bo3d2c1c,55,crease,True,True,True,"PUNY_IDNA,Hindi",क्रीज,Devanagari (Hindi),crease
xn--l1b6a5b9a9f,55,As yet,True,True,True,"PUNY_IDNA,Hindi",अभीतक,Devanagari (Hindi),As yet
xn--meditation-4t2py55t,55,meditation in Chinese,True,True,True,"PUNY_IDNA,CJK",meditation中文,Chinese/Japanese/Korean,meditation in Chinese
xn--meditating-4t2py55t,55,meditating in Chinese,True,True,True,"PUNY_IDNA,CJK",meditating中文,Chinese/Japanese/Korean,meditating in Chinese
xn--shuttered-yl6n486r,55,shutteredChinese,True,True,True,"PUNY_IDNA,CJK",shuttered中文,Chinese/Japanese/Korean,shutteredChinese
xn--ms-ry2cs33g,55,mschinese,True,True,True,"PUNY_IDNA,CJK",ms中文,Chinese/Japanese/Korean,mschinese
xn--r1abl7a,55,they hear,True,True,True,"PUNY_IDNA,Cyrillic",чуят,Cyrillic (Russian/Ukrainian),they hear
xn--fiq241nqud,55,Enter in the middle,True,True,True,"PUNY_IDNA,CJK",中間进,Chinese/Japanese/Korean,Enter in the middle
xn--55q5d944a,55,public security army,True,True,True,"PUNY_IDNA,CJK",公安军,Chinese/Japanese/Korean,public security army
xn--fiqr1kovf8vfd89d,55,Central Guard Division,True,True,True,"PUNY_IDNA,CJK",中央警卫师,Chinese/Japanese/Korean,Central Guard Division
xn--fiqr1kb8cf1cus5h,55,central guard corps,True,True,True,"PUNY_IDNA,CJK",中央警卫团,Chinese/Japanese/Korean,central guard corps
xn--fiq86kg7ekzk,55,central kitchen,True,True,True,"PUNY_IDNA,CJK",中央厨房,Chinese/Japanese/Korean,central kitchen
xn--cjzu29a3zn,55,black myth,True,True,True,"PUNY_IDNA,CJK",黑神话,Chinese/Japanese/Korean,black myth
xn--fhq102n,55,obsessed with,True,True,True,"PUNY_IDNA,CJK",迷上,Chinese/Japanese/Korean,obsessed with
xn--94qv64c,55,Unavoidable,True,True,True,"PUNY_IDNA,CJK",未免,Chinese/Japanese/Korean,Unavoidable
xn--4gq537o9vbc6b,55,Camel gust of wind,True,True,True,"PUNY_IDNA,CJK",驼一阵风,Chinese/Japanese/Korean,Camel gust of wind
xn--fiqrep10a7ue,55,Learn from China,True,True,True,"PUNY_IDNA,CJK",学习中国,Chinese/Japanese/Korean,Learn from China
xn--rsss09j,55,Heaven's Rebellion,True,True,True,"PUNY_IDNA,CJK",天逆,Chinese/Japanese/Korean,Heaven's Rebellion
xn--prrz31l,55,distant kiss,True,True,True,"PUNY_IDNA,CJK",遥吻,Chinese/Japanese/Korean,distant kiss
xn--gmq182bese,55,careless person,True,True,True,"PUNY_IDNA,CJK",无心人,Chinese/Japanese/Korean,careless person
xn--lcy850f,55,Play with the wind,True,True,True,"PUNY_IDNA,CJK",玩风,Chinese/Japanese/Korean,Play with the wind
xn--g02a,55,,True,True,True,"PUNY_IDNA,CJK",訐,Chinese/Japanese/Korean,訐
moneyisdead,55,,True,True,True,,,,
airpaper,55,,True,True,True,,,,
folkbook,55,,True,True,True,,,,
tablista,55,"ES 'surfer, windsurfer'",True,True,True,,,,
globe-trot,55,,True,True,True,,,,
techxpert,55,,True,True,True,,,,
clickpower,55,,True,True,True,,,,
artofzoo,55,,True,True,True,,,,
notold,55,,True,True,True,,,,
wikimanual,55,,True,True,True,,,,
bongaverse,55,,True,True,True,,,,
bidonart,55,,True,True,True,,,,
nftaccepted,55,,True,True,True,,,,
nextceo,55,,True,True,True,,,,
outrick,55,,True,True,True,,,,
cdtab,55,,True,True,True,5L,,,
ensninjas,55,,True,True,True,,,,
lovecatz,55,,True,True,True,,,,
domainssl,55,,True,True,True,,,,
betquit,55,,True,True,True,,,,
euroflag,55,,True,True,True,,,,
eth-degen,55,,True,True,True,,,,
sunrub,55,,True,True,True,,,,
logicz,55,,True,True,True,,,,
buxcard,55,,True,True,True,,,,
de-jour,55,,True,True,True,,,,
pixelogic,55,,True,True,True,,,,
spamsite,55,,True,True,True,,,,
bardish,55,,True,True,True,,,,
showing-off,55,,True,True,True,,,,
abrogating,55,Now abrogating this domain .. care to take it off my hands..?,True,True,True,,,,
monophagy,55,feeding on a single type of food,True,True,True,,,,
tiedyes,55,,True,True,True,,,,
petcows,55,,True,True,True,,,,
nationalcostume,55,,True,True,True,,,,
asiansupplies,55,,True,True,True,,,,
calligraphyart,55,,True,True,True,,,,
seriouspizza,55,,True,True,True,,,,
seospy,55,,True,True,True,,,,
handyear,55,,True,True,True,,,,
bestdishes,55,,True,True,True,,,,
bmxmag,55,,True,True,True,,,,
chocolatecup,55,,True,True,True,,,,
campersusa,55,,True,True,True,,,,
catsnames,55,,True,True,True,,,,
rhymetime,55,,True,True,True,,,,
suryayoga,55,,True,True,True,,,,
seooptimise,55,,True,True,True,,,,
idioot,55,,True,True,True,,,,
mycatisfat,55,,True,True,True,,,,
trickhorse,55,,True,True,True,,,,
cafespice,55,,True,True,True,,,,
timelineapp,55,,True,True,True,,,,
smileyapp,55,,True,True,True,,,,
targetbow,55,,True,True,True,,,,
wivestales,55,,True,True,True,,,,
londonbuildings,55,,True,True,True,,,,
voicewords,55,,True,True,True,,,,
todaydate,55,,True,True,True,,,,
ratetable,55,,True,True,True,,,,
taxde,55,,True,True,True,5L,,,
djgigs,55,,True,True,True,,,,
wildnite,55,,True,True,True,,,,
nicesync,55,,True,True,True,,,,
vapenight,55,,True,True,True,,,,
astrodawn,55,,True,True,True,,,,
spacexstock,55,,True,True,True,,,,
resourcio,55,,True,True,True,,,,
indexpenny,55,,True,True,True,,,,
surjan,55,,True,True,True,,,,
wokegeek,55,,True,True,True,,,,
brokenigger,55,broke nigger | broken nigger,True,True,True,,,,
dadsofdiy,55,,True,True,True,,,,
overearn,55,,True,True,True,,,,
manxiety,55,,True,True,True,,,,
dadgets,55,,True,True,True,,,,
usahere,55,,True,True,True,,,,
firemama,55,,True,True,True,,,,
flipyeah,55,,True,True,True,,,,
stardiets,55,,True,True,True,,,,
rob-u,55,,True,True,True,5C,,,
u-rob,55,,True,True,True,5C,,,
domain-gallery,55,,True,True,True,,,,
darkwebai,55,,True,True,True,,,,
grandchat,55,,True,True,True,,,,
ezhot,55,,True,True,True,5L,,,
ecotraders,55,,True,True,True,,,,
ecoutility,55,,True,True,True,,,,
pornosession,55,,True,True,True,,,,
fishroe,55,,True,True,True,,,,
readabl,55,,True,True,True,,,,
agiftforyou,55,,True,True,True,,,,
rebelnomad,55,,True,True,True,,,,
j33z,55,,True,True,True,4C,,,
bigbog,55,,True,True,True,,,,
pairoff,55,,True,True,True,,,,
bokowen,55,Polish sideways,True,True,True,,,,
territoriums,55,plural - The land around or within the boundaries of a town; territory [latin],True,True,True,,,,
freeworlddomains,55,,True,True,True,,,,
grabac,55,ES 'record',True,True,True,,,,
oldnerd,55,,True,True,True,,,,
digitrail,55,,True,True,True,,,,
aklame,55,Haitian Creole 'acclaimed',True,True,True,,,,
dugolaz,55,Croatian 'long-distance',True,True,True,,,,
poddrezanj,55,Slovenian 'undercuts',True,True,True,,,,
sumjet,55,some jet .. pick your airline [and its cost] !,True,True,True,,,,
sokolice,55,Croatian falcons,True,True,True,,,,
ofenau,55,of English Australian,True,True,True,,,,
neversaygoodbye,55,,True,True,True,,,,
mysite21,55,,True,True,True,,,,
menumap,55,,True,True,True,,,,
seosy,55,,True,True,True,5L,,,
crohnsquiz,55,,True,True,True,,,,
stoicslime,55,,True,True,True,,,,
humantax,55,,True,True,True,,,,
phoenixed,55,,True,True,True,,,,
nonphixion,55,,True,True,True,,,,
ifeelhappyandexcited,55,,True,True,True,,,,
theworldisawonderfulplace,55,,True,True,True,,,,
diplomatwallet,55,,True,True,True,,,,
startyourblockchain,55,,True,True,True,,,,
0level,55,,True,True,True,,,,
herba-life,55,,True,True,True,,,,
mynfteam,55,,True,True,True,,,,
00zy,55,ooozy :-) slime!,True,True,True,4C,,,
asianeye,55,,True,True,True,,,,
isurgir,55,PT 'arise',True,True,True,,,,
zillionnaire,55,,True,True,True,,,,
myaym,55,my aim,True,True,True,5L,,,
loanwhale,55,,True,True,True,,,,
gelded,55,,True,True,True,,,,
guypics,55,,True,True,True,,,,
egosurf,55,,True,True,True,,,,
soundgem,55,,True,True,True,,,,
xn--2me,55,,True,True,True,PUNY_IDNA,ᕤ,,
farmingfriends,55,,True,True,True,,,,
digitaldwellers,55,,True,True,True,,,,
onlyscam,55,,True,True,True,,,,
darkchi,55,,True,True,True,,,,
aievolves,55,,True,True,True,,,,
astronews,66,,True,True,True,,,,
privacyapp,66,,True,True,True,,,,
sys-admin,66,,True,True,True,,,,
hourdefi,66,,True,True,True,,,,
villagemart,66,,True,True,True,,,,
webfintech,68,,True,True,True,,,,
geigers,69,,True,True,True,,,,
pedrose,69,,True,True,True,,,,
kiitana,69,,True,True,True,,,,
hetven,77,HU 'seventy',True,True,True,,,,
hetvenne,77,HU 'seventies',True,True,True,,,,
salezy,77,,True,True,True,,,,
pirateradioship,77,,True,True,True,,,,
dijeron,77,SP 'they said',True,True,True,,,,
happyplant,77,,True,True,True,,,,
hungerburg,77,,True,True,True,,,,
web3dot0,77,,True,True,True,,,,
ephemerama,77,,True,True,True,,,,
romanroad,77,,True,True,True,,,,
mufin,77,phonetic 'muffin',True,True,True,5L,,,
apes3d,77,,True,True,True,,,,
abau,77,,True,True,True,4L,,,
chingoje,80,"A park in Iringa, Tanzania; or Spanish 'shit' (by Ggl-Transl8).",True,True,True,,,,
xn--45qa42l6w6e,88,CH\ZH ‘880’,True,True,True,"PUNY_IDNA,CJK",八百八十,Chinese/Japanese/Korean,eight hundred and eighty
it-hub,88,,True,True,True,,,,
giss888,88,,True,True,True,,,,
r8eth,88,,True,True,True,5C,,,
musketeerscharacters,88,,True,True,True,,,,
nftvisa,88,,True,True,True,,,,
xn--g77ha6ab282g,88,,True,True,True,PUNY_IDNA,🇨🇳🤝🇨🇳,,
xn--8ov0180g,88,🧧Yes,True,True,True,"PUNY_IDNA,CJK",🧧有,Chinese/Japanese/Korean,🧧Yes
caioxo,90,"Portuguese, caio: ENGLISH, fall ..\n'get well soon' or 'kiss it better' :-) \n",True,True,True,,,,
rommany,99,,True,True,True,,,,
btcsimilar,99,,True,True,True,,,,
coinpush,99,,True,True,True,,,,
dongi,99,Put on a gi [JP martial arts suit].,True,True,True,5L,,,
000acr,99,ooo's of acres [for sale],True,True,True,,,,
skichains,99,,True,True,True,,,,
hamuk,99,phonetic 'hammock',True,True,True,5L,,,
retyped,100,"Whether it be re-styled, or put in a new format some other way, this would seem a most useful name.",True,True,True,,,,
manfriday,111,,True,True,True,,,,
xn--oe-ema,111,father,True,True,True,"PUNY_IDNA,European",oče,European (Latin Extended),father
xn--loda5ab,111,father,True,True,True,"PUNY_IDNA,Georgian",მამა,Georgian,father
xn--80aab1h,111,father,True,True,True,"PUNY_IDNA,Cyrillic",баща,Cyrillic (Russian/Ukrainian),father
xn--e1ar1a,111,father,True,True,True,"PUNY_IDNA,Cyrillic",оче,Cyrillic (Russian/Ukrainian),father
xn--ggb5fxg,111,father,True,True,True,"PUNY_IDNA,Arabic",پيء,Arabic/Urdu/Uyghur,father
xn--y9aowv9c,111,the father,True,True,True,"PUNY_IDNA,Armenian",հայրը,Armenian,the father
xn--80aab1b7ctb,111,father,True,True,True,"PUNY_IDNA,Cyrillic",бацька,Cyrillic (Russian/Ukrainian),father
xn--e2b8ah9b,111,father,True,True,True,"PUNY_IDNA,Hindi",वडील,Devanagari (Hindi),father
xn--80aag,111,father,True,True,True,"PUNY_IDNA,Cyrillic",аав,Cyrillic (Russian/Ukrainian),father
xn--tat-cpa,111,father,True,True,True,"PUNY_IDNA,European",tată,European (Latin Extended),father
xn--tvas-vva,111,father,True,True,True,"PUNY_IDNA,European",tėvas,European (Latin Extended),father
xn--80aal6bi,111,father,True,True,True,"PUNY_IDNA,Cyrillic",падар,Cyrillic (Russian/Ukrainian),father
xn--80ab2aqs4d,111,father,True,True,True,"PUNY_IDNA,Cyrillic",батько,Cyrillic (Russian/Ukrainian),father
xn--mgbpbq3ib,111,father,True,True,True,"PUNY_IDNA,Arabic",دادىسى,Arabic/Urdu/Uyghur,father
xn--rlcal3kxa,111,father,True,True,True,"PUNY_IDNA,Tamil",தந்தை,Tamil,father
xn--makuakne-m7a,111,father,True,True,True,"PUNY_IDNA,Hawaiian",makuakāne,Hawaiian,father
xn--ixahb1dhnd,111,father,True,True,True,"PUNY_IDNA,Greek",πατέρασ,Greek,father
xn--uvc6bd3rpi,111,father,True,True,True,"PUNY_IDNA,Malayalam",അച്ഛൻ,Malayalam,father
xn--chq2c4jaa705e,111,One hundred thousand buy buy buy,True,True,True,"PUNY_IDNA,CJK",十万个买买买,Chinese/Japanese/Korean,One hundred thousand buy buy buy
xn--g23a,111,turret,True,True,True,"PUNY_IDNA,CJK",輟,Chinese/Japanese/Korean,turret
laydee,111,,True,True,True,,,,
chartz,111,,True,True,True,,,,
letterers,111,,True,True,True,,,,
monkeydojo,111,,True,True,True,,,,
oneuni,111,,True,True,True,,,,
ironwares,111,,True,True,True,,,,
apeshub,111,,True,True,True,,,,
carwifi,111,,True,True,True,,,,
chinamania,111,,True,True,True,,,,
unhodl,111,,True,True,True,,,,
oldog,111,,True,True,True,5L,,,
stargod,111,,True,True,True,,,,
punxart,111,,True,True,True,,,,
webpager,111,,True,True,True,,,,
personise,111,,True,True,True,,,,
bloodbone,111,,True,True,True,,,,
windowr,111,,True,True,True,,,,
ask8ball,111,,True,True,True,,,,
windoors,111,,True,True,True,,,,
buyadrink,111,,True,True,True,,,,
directshop,111,,True,True,True,,,,
theeightfoldpath,111,,True,True,True,,,,
dairygoats,111,,True,True,True,,,,
wholegoods,111,,True,True,True,,,,
wildfermentation,111,,True,True,True,,,,
dianuevo,111,SP 'new day'.,True,True,True,,,,
nuevosanjuan,111,"The _centre_ of the Americas lol .. central Central America, Panama",True,True,True,,,,
ladyriders,111,,True,True,True,,,,
specialdish,111,,True,True,True,,,,
usualstory,111,,True,True,True,,,,
netreq,111,,True,True,True,,,,
englishcastles,111,,True,True,True,,,,
lustfullove,111,,True,True,True,,,,
moremart,111,,True,True,True,,,,
trigerd,111,,True,True,True,,,,
tribalsite,111,,True,True,True,,,,
sitesite,111,the.sitesite,True,True,True,,,,
degenzoo,111,,True,True,True,,,,
moreshop,111,,True,True,True,,,,
247w3,111,,True,True,True,5C,,,
illionth,111,,True,True,True,,,,
boredaip,111,,True,True,True,,,,
openuser,111,,True,True,True,,,,
grandmoon,111,,True,True,True,,,,
token-wallet,111,,True,True,True,,,,
blackmount,111,,True,True,True,,,,
nudetoken,111,,True,True,True,,,,
bitcoinstacker,111,,True,True,True,,,,
gostilij,111,Slovenian 'inns',True,True,True,,,,
torosbravos,111,,True,True,True,,,,
gomasta,111,Master of Go language,True,True,True,,,,
andudu,111,".. and doodoo .. well, wot a load of ..........!",True,True,True,,,,
srebrnica,111,https://en.wikipedia.org/wiki/Srebrenica,True,True,True,,,,
sorde,111,IT deaf,True,True,True,5L,,,
spanici,111,IT spanic,True,True,True,,,,
sosici,111,SOS ici FR] - 'Help here!' .. ALSO a place in Croatia,True,True,True,,,,
solaje,111,ES solace,True,True,True,,,,
tkoin,111,tko [total knockout] coin,True,True,True,5L,,,
coolary,111,a Studio on Scratch,True,True,True,,,,
getbtcx,111,,True,True,True,,,,
dicts,111,dictionaries \ dictates,True,True,True,5L,,,
n-u-d-e,111,,True,True,True,,,,
tro1,111,,True,True,True,4C,,,
btcstockpile,111,,True,True,True,,,,
dints,111,,True,True,True,5L,,,
dipso,111,Slang: Disparaging and Offensive. a habitual drinker of alcohol who is frequently intoxicated; a dipsomaniac,True,True,True,5L,,,
bytecoinbroker,111,,True,True,True,,,,
carbonita,111,ES 'carbonite',True,True,True,,,,
cryptmonk,111,,True,True,True,,,,
apktech,111,,True,True,True,,,,
aac1,111,,True,True,True,4C,,,
adu0,111,a Duo,True,True,True,4C,,,
afo0,111,a Foo was 'ere :-),True,True,True,4C,,,
adh4,111,"Of course, anyone ADHD will hav realised the fourth letter is 'D' lol :-) !",True,True,True,4C,,,
fruitandveg,111,,True,True,True,,,,
spued,111,spewed,True,True,True,5L,,,
wildplaces,111,,True,True,True,,,,
fomomofos,111,,True,True,True,,,,
24680,111,,True,True,True,5D,,,
seisan,111,,True,True,True,,,,
nordsud,111,FR 'north-south',True,True,True,,,,
galacticnode,111,,True,True,True,,,,
hnsbandana,123,,True,True,True,,,,
jpgking,123,,True,True,True,,,,
cryptominersgroup,170,,True,True,True,,,,
xn--ehq45fkxb6w6e,183,One hundred and eighty-three,True,True,True,"PUNY_IDNA,CJK",百八十三,Chinese/Japanese/Korean,One hundred and eighty-three
seochecker,201,,True,True,True,,,,
cryptostep,211,,True,True,True,,,,
cryptoyet,211,,True,True,True,,,,
cryptostill,213,,True,True,True,,,,
xn--wine-9f53c,222,,True,True,True,PUNY_IDNA,🍇wine,,
xn--h1adalean,222,crowns,True,True,True,"PUNY_IDNA,Cyrillic",коронки,Cyrillic (Russian/Ukrainian),crowns
xn--lebeb-8ra,222,,True,True,True,PUNY_IDNA,lebebè,,
xn--80aaty1a,222,they know,True,True,True,"PUNY_IDNA,Cyrillic",знаат,Cyrillic (Russian/Ukrainian),they know
xn--dux-u19a,222,,True,True,True,PUNY_IDNA,⭐dux,,
xn--0s8ha884a,222,,True,True,True,PUNY_IDNA,💸🤝💸,,
xn--mgbpl1fsa,222,Our master,True,True,True,"PUNY_IDNA,Arabic",سيدنا,Arabic/Urdu/Uyghur,Our master
xn--u8j9d,222,turnip,True,True,True,"PUNY_IDNA,Japanese",かぶ,Japanese,turnip
xn--cekaa,222,Yoyoyo,True,True,True,"PUNY_IDNA,Japanese",ヨヨヨ,Japanese,Yoyoyo
xhack,2222,,True,True,True,5L,,,
luffas,222,,True,True,True,,,,
enspartners,222,,True,True,True,,,,
planshe,222,plan-she | plans-he,True,True,True,,,,
nowhat,222,"Now What!? | No, What?",True,True,True,,,,
seoguy,222,,True,True,True,,,,
freshraw,222,,True,True,True,,,,
campingholiday,222,,True,True,True,,,,
salesweb,222,,True,True,True,,,,
salespipe,222,,True,True,True,,,,
spellmaster,222,,True,True,True,,,,
marihuanna,222,,True,True,True,,,,
asktheinternet,222,,True,True,True,,,,
canadaworkvisa,222,,True,True,True,,,,
aiquery,222,,True,True,True,,,,
drugdex,222,,True,True,True,,,,
beefprice,222,,True,True,True,,,,
sportcritic,222,,True,True,True,,,,
lifespin,222,,True,True,True,,,,
nastyuk,222,nasty yuk | nasty UK,True,True,True,,,,
indiaway,222,India way | India away,True,True,True,,,,
everyai,222,,True,True,True,,,,
lunarai,222,,True,True,True,,,,
sayut,222,,True,True,True,5L,,,
ucorps,222,,True,True,True,,,,
aiguides,222,,True,True,True,,,,
lostbtc,222,,True,True,True,,,,
bagaco,222,bag a co [grab a company] \ PT 'brandy',True,True,True,,,,
geometra,222,IN 'geometrician' | genus of moths,True,True,True,,,,
